id,date,latitude,longitude,place_desc,title,description,source,links,filters
,2023-01-01,46.96443369,32.06226888,Миколаївська,Миколаїв,,TEXTY,['https://www.pravda.com.ua/news/2022/10/20/7372725/'],[]
,2023-01-01,47.33289391,33.59585089,Херсонська,Нововоскресенське,,TEXTY,['https://www.pravda.com.ua/news/2022/11/8/7375398/'],[]
,2023-01-01,47.26108267,33.65954753,Херсонська,Червоне,,TEXTY,['https://www.pravda.com.ua/news/2022/11/8/7375398/'],[]
,2023-01-01,48.47080215,34.96800558,"Логістичне підприємство ""Нової Пошти"" - Дніпропетровська",Дніпро,,TEXTY,['https://www.pravda.com.ua/news/2022/11/9/7375555/'],[]
,2023-01-01,47.76204708,35.40426681,Житлова інфраструктура - Запорізька,Запорізький район,,TEXTY,['https://www.pravda.com.ua/news/2022/12/7/7379631/'],[]
,2023-01-01,46.45038754,30.58430052,Об’єкти енергетичної інфраструктури - Одеська,Одеська область,,TEXTY,['https://www.pravda.com.ua/news/2022/12/10/7380155/'],[]
,2023-01-01,50.45211035,30.52355726,Одна адмінбудівля та ще 4 житлові будівлі - Київська,Київ,,TEXTY,['https://www.pravda.com.ua/news/2022/12/14/7380645/ https://t.me/VA_Kyiv/524'],[]
,2023-01-01,50.38787547,30.364175,Приватний будинок - Київська,Вишневе,,TEXTY,['https://www.pravda.com.ua/news/2022/12/14/7380645/ https://t.me/tymoshenko_kyrylo/3067'],[]
,2023-01-01,50.42254157,30.46167383,Солом’янський район міста - Київська,Київ,,TEXTY,['https://www.pravda.com.ua/news/2022/12/19/7381317/ https://t.me/vitaliy_klitschko/1696 https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html'],[]
,2023-01-01,50.4555029,30.48304759,Шевченківський район міста - Київська,Київ,,TEXTY,['https://www.pravda.com.ua/news/2022/12/19/7381317/ https://t.me/vitaliy_klitschko/1696 https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html'],[]
,2023-01-01,50.44287422,30.43753062,Об’єкт критичної інфраструктури - Київська,Київ,,TEXTY,['https://t.me/VA_Kyiv/544 https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html'],[]
,2023-01-01,50.22039141,30.33888325,Будинок - Київська,Київська область,,TEXTY,['https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html https://t.me/OleksiyKuleba/3078'],[]
,2023-01-01,50.12735212,30.75606982,Об’єкти інфраструктури та приватні будинки - Київська,Київська область,,TEXTY,['https://nv.ua/ukr/kyiv/ataka-shahedami-19-grudnya-v-kijivskiy-oblasti-ye-postrazhdali-i-ruynuvannya-novini-kiyeva-50291833.html https://t.me/OleksiyKuleba/3071'],[]
,2023-01-01,49.9674593,36.3340981,Об'єкти критичної інфраструктури - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/12/29/7382823/'],[]
,2023-01-01,50.33100607,30.55783064,Адмінбудівля в Голосіївському районі - Київська,Київ,,TEXTY,['https://www.pravda.com.ua/news/2022/12/30/7382938/'],[]
,2023-01-01,50.51593821,30.62278287,"Будинок, проїзжа частина в Деснянському районі - Київська",Київ,,TEXTY,['https://www.pravda.com.ua/news/2023/01/2/7383242/'],[]
,2023-01-01,50.42725289,30.70414845,Енергетична інфраструктура - Київська,Київ,,TEXTY,['https://www.pravda.com.ua/news/2023/01/2/7383252/ https://www.pravda.com.ua/news/2023/01/2/7383248/'],[]
,2023-01-01,50.12767101,27.05690322,Об'єкт критичної інфраструктури - Хмельницька,Шепетівський район,,TEXTY,['https://nv.ua/ukr/ukraine/events/ataka-rf-na-ukrajinu-10-lyutogo-vluchennya-u-hmelnicku-oblast-novini-hmelnickogo-50303336.html https://t.me/khmelnytskaODA/1356'],[]
,2023-01-01,47.94130265,33.61463256,Об'єкт енергетичної інфраструктури - Дніпропетровська,Криворізький район,,TEXTY,['https://nv.ua/ukr/ukraine/events/masovana-ataka-na-dnipropetrovsku-oblast-shcho-vidomo-novini-ukrajini-50303334.html https://www.pravda.com.ua/news/2023/02/10/7388883/'],[]
,2023-01-01,47.93661645,33.30864517,Енергетичний об'єкт - Дніпропетровська,Криворізький район,,TEXTY,['https://www.pravda.com.ua/news/2023/02/11/7388898/'],[]
,2023-01-01,47.62787581,34.50638271,Енергетичний об'єкт - Дніпропетровська,Нікопольський район,,TEXTY,['https://www.pravda.com.ua/news/2023/02/11/7388898/'],[]
,2023-01-01,49.23890496,28.49215302,Вінницька,Вінниця,,TEXTY,['https://www.pravda.com.ua/news/2022/07/14/7358165/'],[]
,2023-01-01,50.09641,36.26483,Харківська,Харків,,TEXTY,[],[]
,2023-01-01,50.04739,36.3546,Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/02/28/7326963/'],[]
,2023-01-01,50.09641,36.26483,Харківська,Харків,,TEXTY,[],[]
,2023-01-01,50.09727,36.26461,Харківська,Харків,,TEXTY,[],[]
,2023-01-01,50.05092,36.35561,Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/02/28/7326963/'],[]
,2023-01-01,50.04739,36.3546,Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/02/28/7326963/'],[]
,2023-01-01,49.97094,36.37021,Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/02/28/7326963/'],[]
,2023-01-01,50.04615,36.34816,Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/02/28/7326963/'],[]
,2023-01-01,50.0041395,36.23638001,ОДА - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/03/1/7327048/'],[]
,2023-01-01,49.95005398,36.15811784,лікарня - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/03/1/7327150/'],[]
,2023-01-01,46.72832,33.37426,Херсонська,Нова Каховка,,TEXTY,[],[]
,2023-01-01,46.846,33.218,Херсонська,Нова Каховка,,TEXTY,[],[]
,2023-01-01,46.807,33.327,Херсонська,Нова Каховка,,TEXTY,[],[]
,2023-01-01,46.807,33.327,Херсонська,Нова Каховка,,TEXTY,[],[]
,2023-01-01,46.81615,33.35381,Херсонська,Нова Каховка,,TEXTY,[],[]
,2023-01-01,46.57745,32.66699,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,49.76960963,27.24946948,склад ПММ військової частини - Хмельницька,Старокостянтинів,,TEXTY,['https://ngp-ua.info/2022/03/56432'],[]
,2023-01-01,50.79267277,35.24655673,військові склади - Сумська,Краснопілля,,TEXTY,[],[]
,2023-01-01,46.64564,32.75711,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,46.67391,32.71146,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,45.25483017,30.20336862,Одеська,о. Зміїний,,TEXTY,['https://www.pravda.com.ua/news/2022/02/24/7325458/'],[]
,2023-01-01,46.66528,32.96834,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,51.54883997,31.31105464,аеропорт - Чернігівська,Чернігів,,TEXTY,['https://ehrh.org/hronologiya-podij-u-chernigovi-ta-chernigivskij-oblasti-pid-chas-rosijsko-ukrayinskoyi-vijny-24-lyutogo-24-chervnya-2022-roku/'],[]
,2023-01-01,46.57048,32.6935,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,46.725,32.7,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,46.592,32.77,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,46.67235,32.6995,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,46.592,32.77,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,46.7016,32.73331,Херсонська,Херсон,,TEXTY,[],[]
,2023-01-01,51.597,31.231,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.47839,31.37194,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.53074,31.40749,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.54956,31.43717,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.517,31.311,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.52225,31.32666,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.53255,31.34119,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.58118,31.35445,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,51.61155,31.15568,Чернігівська,Чернігів,,TEXTY,[],[]
,2023-01-01,50.55194,30.17868,Київська,Гостомель,,TEXTY,[],[]
,2023-01-01,50.59969,30.20042,Київська,Гостомель,,TEXTY,[],[]
,2023-01-01,50.60279,30.24438,Київська,Гостомель,,TEXTY,[],[]
,2023-01-01,50.66534,30.19529,Київська,Гостомель,,TEXTY,[],[]
,2023-01-01,50.61459,30.29169,Київська,Гостомель,,TEXTY,[],[]
,2023-01-01,50.59254,30.2135,Київська,Гостомель,,TEXTY,[],[]
,2023-01-01,50.59847,30.18537,Київська,Гостомель,,TEXTY,[],[]
,2023-01-01,50.5334,30.23333,Київська,Ірпінь,,TEXTY,['https://www.pravda.com.ua/news/2022/02/27/7326439/'],[]
,2023-01-01,50.503,30.25301,Київська,Ірпінь,,TEXTY,['https://www.pravda.com.ua/news/2022/02/27/7326439/'],[]
,2023-01-01,50.22787,30.28598,Київська,Васильків,,TEXTY,[],[]
,2023-01-01,50.23,30.31,Київська,Васильків,,TEXTY,[],[]
,2023-01-01,50.221,30.297,аеропорт - Київська,Васильків,,TEXTY,[],[]
,2023-01-01,50.192029,30.31478,гуртожиток - Київська,Васильків,,TEXTY,[],[]
,2023-01-01,46.47315,30.41404,Одеська,Одеса,,TEXTY,[],[]
,2023-02-01,46.468,30.415,Одеська,Одеса,,TEXTY,[],[]
,2023-02-01,50.59132707,30.20753521,"Міжнародний аеропорт ""АНТОНОВ"" - Київська",Гостомель,,TEXTY,['https://espreso.tv/ataka-na-gostomel-24-lyutogo-pochalasya-z-rozrivu-raketi-bilya-zhitlovogo-budinku-natsgvardiya'],[]
,2023-02-01,48.66629445,29.75570749,Вінницька ,Теплик,,TEXTY,[],[]
,2023-02-01,48.30861742,25.13398288,аеропорт - Івано-Франківська,Косів,,TEXTY,[],[]
,2023-02-01,48.53148896,25.12234966,аеропорт - Івано-Франківська,Коломия,,TEXTY,[],[]
,2023-02-01,50.2460576,36.94594813,Харківська,Вільча,,TEXTY,['https://www.ukrinform.ua/rubric-ato/3411287-raketni-obstrili-poskodili-ponad-10-obektiv-na-kiivsini.html'],[]
,2023-02-01,51.20084565,29.43194874,Київська,Рагівка,,TEXTY,[],[]
,2023-02-01,51.22333377,29.47819482,Київська,Луговики,,TEXTY,[],[]
,2023-02-01,51.40021319,30.04941716,Київська,Прип’ять,,TEXTY,[],[]
,2023-02-01,50.63060828,30.43341895,Київська,Нові Петрівці,,TEXTY,[],[]
,2023-02-01,49.79863458,30.03443669,Київська,Біліа Церква ,,TEXTY,[],[]
,2023-02-01,50.22955463,30.30353661,Київська,Васильків,,TEXTY,[],[]
,2023-02-01,50.2136008,30.14662839,Київська,Плесецьке,,TEXTY,[],[]
,2023-02-01,48.67708781,28.82808507,військова частина - Вінницька,Тульчин,,TEXTY,[],[]
,2023-02-01,46.14652035,30.52892687,Одеська,Кароліно-Бугаз,,TEXTY,[],[]
,2023-02-01,46.21401072,30.55980489,Одеська,Грибівка,,TEXTY,[],[]
,2023-02-01,46.89625968,30.69726411,аеропорт - Одеська,Великий Буялик,,TEXTY,[],[]
,2023-02-01,47.64876276,34.61430043,військові склади - Дніпропетровська,Марганець,,TEXTY,[],[]
,2023-02-01,48.95048829,36.27183699,військова частина - Харківська,Лозова,,TEXTY,[],[]
,2023-02-01,46.26977532,33.29012634,Херсонська,Каланчак,,TEXTY,[],[]
,2023-02-01,46.03750231,34.54175344,Херсонська,Чонгар,,TEXTY,[],[]
,2023-02-01,50.29455556,30.80908562,Київська,Ревне,,TEXTY,[],[]
,2023-02-01,50.41326368,32.90088112,військова частина - Чернігівська,Боханов,,TEXTY,[],[]
,2023-02-01,48.7072342,37.62894089,аеропорт - Донецька,Краматорськ,,TEXTY,[],[]
,2023-02-01,49.9730397,36.36050684,склад ракетно-артилерійського озброєння - Харківська,Харків,,TEXTY,[],[]
,2023-02-01,49.18756562,28.39958154,військова частина - Вінницька,Бохоники,,TEXTY,[],[]
,2023-02-01,50.78839133,25.35985706,Луцький військовий аеродром - Волинська,Луцьк,,TEXTY,[],[]
,2023-02-01,50.77410959,25.37550036,телевежа - Волинська,Луцьк,,TEXTY,[],[]
,2023-02-01,50.75230409,25.34400228,пожежна частина - Волинська,Луцьк,,TEXTY,[],[]
,2023-02-01,48.73988302,32.69649885,аеропорт - Кіровоградська,Знам'янка,,TEXTY,[],[]
,2023-02-01,50.50833035,30.83405221,військова частина - Київська,Бровари,,TEXTY,[],[]
,2023-02-01,49.41052897,28.48816529,військова частина - Херсонська,Калинівка,,TEXTY,[],[]
,2023-02-01,46.68663424,32.49983106,аеропорт - Херсонська,Чорнобаївка,,TEXTY,[],[]
,2023-02-01,51.08421842,31.87051503,аеропорт - Чернігівська,Ніжин,,TEXTY,[],[]
,2023-02-01,49.35867982,26.93345888,військовий аеродром - Хмельницька,Хмельницький,,TEXTY,[],[]
,2023-02-01,48.887744,24.706872,"Міжнародний аеропорт ""Івано-Франківськ"" - Івано-Франківська",Івано-Франківськ,,TEXTY,[],[]
,2023-02-01,46.431641,30.674346,Міжнародний аеропорт Одеса - Одеська,Одеса,,TEXTY,[],[]
,2023-02-01,49.93394582,33.63930162,Миргородська Авіабаза - Полтавська,Миргород,,TEXTY,[],[]
,2023-02-01,49.98058597,33.59536437,військовий склад - Полтавська,Миргород,,TEXTY,[],[]
,2023-02-01,50.34280785,30.8935115,аеропорт - Київська,Бориспіль,,TEXTY,[],[]
,2023-02-01,50.09445862,25.1563082,військова частина - Львівська,Броди,,TEXTY,[],[]
,2023-02-01,49.55761994,23.30826874,військова частина - Львівська,Новий Калинів,,TEXTY,[],[]
,2023-02-01,50.0990254,24.36552205,військова частина - Львівська,Кам'янка-Бузька,,TEXTY,[],[]
,2023-02-01,46.92188267,32.08354366,аеропорт - Миколаївська,Кульбакіне,,TEXTY,[],[]
,2023-02-01,50.16773339,28.73297263,аеропорт - Чернігівська,Озерне,,TEXTY,[],[]
,2023-02-01,50.3113,34.896,Сумська,Охтирка,,TEXTY,[],[]
,2023-02-01,50.310822,34.874991,Сумська,Охтирка,,TEXTY,[],[]
,2023-02-01,50.9262,34.7586,вул. Білопільський шлях - Сумська,Суми,,TEXTY,[],[]
,2023-02-01,50.2041,30.3155,нафтобаза - Київська,Васильків,,TEXTY,[],[]
,2023-02-01,49.839209,36.645165,авіабаза - Харківська,Чугуїв,,TEXTY,['https://www.pravda.com.ua/news/2022/02/24/7325306/'],[]
,2023-02-01,49.816,36.7291,склад боєприпасів у Малинівці - Харківська,Чугуїв,,TEXTY,['https://www.pravda.com.ua/news/2022/02/24/7325306/'],[]
,2023-02-01,46.94852,32.07147,Миколаївська,Миколаїв,,TEXTY,[],[]
,2023-02-01,47.011,32.132,Миколаївська,Миколаїв,,TEXTY,[],[]
,2023-02-01,47.8668322,35.31457158,аеропорт - Запорізька,Запоріжжя,,TEXTY,[],[]
,2023-02-01,47.88072,35.18953,Запорізька,Запоріжжя,,TEXTY,[],[]
,2023-02-01,47.62945,34.32496,Дніпропетровська,Нікополь,,TEXTY,[],[]
,2023-02-01,47.93185992,33.31484118,склади 17 танкової бригади - Дніпропетровська,Кривий Ріг,,TEXTY,[],[]
,2023-02-01,48.36720478,35.09804849,аеропорт - Дніпропетровська,Дніпро,,TEXTY,[],[]
,2023-02-01,46.63293131,31.58220297,порт - Миколаївська,Очаків,,TEXTY,[],[]
,2023-02-01,46.93847,36.8144,Запорізька,Бердянськ,,TEXTY,[],[]
,2023-02-01,50.40532683,30.64508314,Київська,Київ,,TEXTY,[],[]
,2023-02-01,50.43085448,30.03766493,пологовий будинок - Київська,Київ,,TEXTY,['https://www.pravda.com.ua/news/2022/03/1/7327023/'],[]
,2023-02-01,50.42253716,30.46535119,житловий будинок - Київська,Київ,,TEXTY,[],[]
,2023-02-01,50.223818,30.233285,житловий будинок - Київська,Калинівка,,TEXTY,[],[]
,2023-02-01,49.79619989,30.11172662,гуртожиток - Київська,Біла Церква,,TEXTY,[],[]
,2023-02-01,47.07707571,37.45995229,аеропорт - Донецька,Маріуполь,,TEXTY,[],[]
,2023-02-01,49.97642077,36.16543972,інститут танкових військ - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/03/1/7327275/'],[]
,2023-02-01,46.881265,35.30327,військовий аеродром - Запорізька,Мелітополь,,TEXTY,[],[]
,2023-02-01,47.4448026,35.280219,Василівська центральна міська лікарня - Запорізька,Василівка,,TEXTY,[],[]
,2023-02-01,46.816882,35.349789,"житловий район ""Новий Мелітополь"" - Запорізька",Мелітополь,,TEXTY,[],[]
,2023-02-01,47.11152696,37.55280171,"житлові будинки, школа 15 - Донецька",Маріуполь,,TEXTY,['https://www.pravda.com.ua/news/2022/03/1/7327158/'],[]
,2023-02-01,50.47123758,30.45294377,телевежа - Київська,Київ,,TEXTY,['https://www.pravda.com.ua/news/2022/03/1/7327198/'],[]
,2023-02-01,47.113237,37.605811,"КП ""Комунальник"" - Донецька",Маріуполь,,TEXTY,[],[]
,2023-02-01,47.10623846,37.63252249,"житловий ""Лівобережний"" район - Донецька",Маріуполь,,TEXTY,[],[]
,2023-02-01,51.51988013,31.23351901,"житловий район ""Масани"" - Чернігівська",Чернігів,,TEXTY,[],[]
,2023-02-01,51.54255769,31.26180628,проспект миру - Чернігівська,Чернігів,,TEXTY,[],[]
,2023-02-01,50.64416172,29.92618811,Бородянський центр первинної медико-санітарної допомоги - Сумська,Бородянка,,TEXTY,['https://www.pravda.com.ua/news/2022/03/4/7328207/'],[]
,2023-02-01,50.28276131,34.8690175,військова частина - Київська,Охтирка,,TEXTY,['https://www.pravda.com.ua/news/2022/03/1/7326990/'],[]
,2022-03-01,49.999495,36.237552,ГУНП в Харківській області - Харківська,Харків,,TEXTY,[],[]
,2022-03-01,50.00051,36.23494,Національний університет імені Каразіна - Харківська,Харків,,TEXTY,[],[]
,2022-03-01,47.15157224,37.60803248,пологовий будинок - Донецька,Маріуполь,,TEXTY,[],[]
,2022-03-01,47.11682005,37.53835526,Кіровський житловий масив - Донецька,Маріуполь,,TEXTY,[],[]
,2022-03-01,50.52528202,30.24257129,житловий будинок - Київська,Ірпінь,,TEXTY,[],[]
,2022-03-01,48.9527139,38.3586118,Лисичанський пивний завод - Луганська,Лисичанськ,,TEXTY,[],[]
,2022-03-01,49.96707849,36.22165437,Завод Шевченко - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/03/3/7327963/'],[]
,2022-03-01,49.98989748,36.23041377,Успенський собор - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/03/3/7327637/'],[]
,2022-03-01,46.6775763,32.61318376,Таврійський мікрорайон - Херсонська,Херсон,,TEXTY,[],[]
,2022-03-01,46.67850747,32.61324173,вул. Академіка Тарле - Херсонська,Херсон,,TEXTY,[],[]
,2022-03-01,46.66069404,32.65554638,вулиця Перекопська - Херсонська,Херсон,,TEXTY,[],[]
,2022-03-01,46.67326,32.64291,"ТРЦ ""Фабрика"" - Херсонська",Херсон,,TEXTY,[],[]
,2022-03-01,48.53691805,32.28127769,військовий аеродром Канатове - Кіровоградська,Кропивницький,,TEXTY,[],[]
,2022-03-01,48.52206385,37.67906337,мечеть - Донецька,Костянтинівка,,TEXTY,[],[]
,2022-03-01,48.94654778,38.50703343,житловий будинок - Луганська,Сєверодонецьк,,TEXTY,[],[]
,2022-03-01,48.94602878,38.49518846,житловий будинок - Луганська,Сєверодонецьк,,TEXTY,[],[]
,2022-03-01,50.01213028,36.30893993,житловий будинок - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/03/3/7327878/'],[]
,2022-03-01,50.02676537,36.36181391,житловий будинок - Харківська,Харків,,TEXTY,['https://www.pravda.com.ua/news/2022/03/3/7327878/'],[]
,2022-03-01,50.02608301,36.3620714,житловий будинок - Харківська,Харків,,TEXTY,['https://suspilne.media/213479-bombarduvanna-harkova-3-berezna-novi-rujnuvanna-ta-zagibli/'],[]
,2022-03-01,50.01957666,36.35391342,житловий будинок - Харківська,Харків,,TEXTY,['https://suspilne.media/213479-bombarduvanna-harkova-3-berezna-novi-rujnuvanna-ta-zagibli/'],[]
,2022-03-01,50.009557,36.349977,"супермаркет, аптека - Харківська",Харків,,TEXTY,['https://suspilne.media/213479-bombarduvanna-harkova-3-berezna-novi-rujnuvanna-ta-zagibli/'],[]
,2022-03-01,50.0262968,36.36413614,житловий будинок - Харківська,Харків,,TEXTY,['https://www.google.com/amp/s/fakty.com.ua/ru/proisshestvija/20220228-okupanty-obstrilyaly-harkiv-yaki-budynky-postrazhdaly/amp/'],[]
,2022-03-01,50.01411659,36.32573625,житлова вулиця - Харківська,Харків,,TEXTY,['https://korrespondent.net/ukraine/4453646-na-kharkovschyne-yz-za-obstrelov-pohybly-34-cheloveka'],[]
,2022-03-01,50.03481116,36.3452828,житловий будинок - Харківська,Харків,,TEXTY,['https://korrespondent.net/ukraine/4453646-na-kharkovschyne-yz-za-obstrelov-pohybly-34-cheloveka'],[]
,2022-04-01,50.0046143,36.23794454,житловий будинок - Харківська,Харків,,TEXTY,['https://korrespondent.net/ukraine/4453646-na-kharkovschyne-yz-za-obstrelov-pohybly-34-cheloveka'],[]
,2022-04-01,49.96896162,36.00972991,аеродром - Харківська,Новий Коротич,,TEXTY,['https://www.pravda.com.ua/news/2022/03/3/7327878/'],[]
,2022-04-01,49.82984811,36.13969449,Харківська,Яковловка Харківського району,,TEXTY,['https://korrespondent.net/ukraine/4453646-na-kharkovschyne-yz-za-obstrelov-pohybly-34-cheloveka'],[]
,2022-04-01,49.19031704,37.278043,житловий будинок - Харківська,Ізюм,,TEXTY,['https://korrespondent.net/ukraine/4453646-na-kharkovschyne-yz-za-obstrelov-pohybly-34-cheloveka'],[]
